Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  ms/call  ms/call  name    
                0.00    0.01       1/1           main::Query* std::__uninitialized_default_n_a<main::Query*, unsigned long, main::Query>(main::Query*, unsigned long, std::allocator<main::Query>&) [89]
                0.00    0.00       1/2           std::__cxx1998::_Vector_base<main::Query, std::allocator<main::Query> >::_M_get_Tp_allocator() [394]
-----------------------------------------------
                0.00    0.01       1/1           std::__debug::vector<main::Query, std::allocator<main::Query> >::vector(unsigned long, std::allocator<main::Query> const&) [82]
[85]     1.2    0.00    0.01       1         std::__cxx1998::vector<main::Query, std::allocator<main::Query> >::vector(unsigned long, std::allocator<main::Query> const&) [85]
                0.00    0.01       1/1           std::__cxx1998::vector<main::Query, std::allocator<main::Query> >::_M_default_initialize(unsigned long) [84]
                0.00    0.00       1/1           std::__cxx1998::_Vector_base<main::Query, std::allocator<main::Query> >::_Vector_base(unsigned long, std::allocator<main::Query> const&) [493]
-----------------------------------------------
                0.00    0.01       1/1           std::__debug::vector<int, std::allocator<int> >::~vector() [83]
[86]     1.2    0.00    0.01       1         std::__cxx1998::vector<int, std::allocator<int> >::~vector() [86]
                0.00    0.01       1/1           void std::_Destroy<int*, int>(int*, int*, std::allocator<int>&) [93]
                0.00    0.00       1/2           std::__cxx1998::_Vector_base<int, std::allocator<int> >::_M_get_Tp_allocator() [395]
                0.00    0.00       1/1           std::__cxx1998::_Vector_base<int, std::allocator<int> >::~_Vector_base() [501]
-----------------------------------------------
                0.01    0.00       1/1           main::Query* std::fill_n<main::Query*, unsigned long, main::Query>(main::Query*, unsigned long, main::Query const&) [90]
[87]     1.2    0.01    0.00       1         __gnu_cxx::__enable_if<!std::__is_scalar<main::Query>::__value, main::Query*>::__type std::__fill_n_a<main::Query*, unsigned long, main::Query>(main::Query*, unsigned long, main::Query const&) [87]
-----------------------------------------------
                0.00    0.01       1/1           main::Query* std::__uninitialized_default_n_a<main::Query*, unsigned long, main::Query>(main::Query*, unsigned long, std::allocator<main::Query>&) [89]
[88]     1.2    0.00    0.01       1         main::Query* std::__uninitialized_default_n<main::Query*, unsigned long>(main::Query*, unsigned long) [88]
                0.00    0.01       1/1           main::Query* std::__uninitialized_default_n_1<true>::__uninit_default_n<main::Query*, unsigned long>(main::Query*, unsigned long) [81]
-----------------------------------------------
                0.00    0.01       1/1           std::__cxx1998::vector<main::Query, std::allocator<main::Query> >::_M_default_initialize(unsigned long) [84]
[89]     1.2    0.00    0.01       1         main::Query* std::__uninitialized_default_n_a<main::Query*, unsigned long, main::Query>(main::Query*, unsigned long, std::allocator<main::Query>&) [89]
                0.00    0.01       1/1           main::Query* std::__uninitialized_default_n<main::Query*, unsigned long>(main::Query*, unsigned long) [88]
-----------------------------------------------
                0.00    0.01       1/1           main::Query* std::__uninitialized_default_n_1<true>::__uninit_default_n<main::Query*, unsigned long>(main::Query*, unsigned long) [81]
[90]     1.2    0.00    0.01       1         main::Query* std::fill_n<main::Query*, unsigned long, main::Query>(main::Query*, unsigned long, main::Query const&) [90]
                0.01    0.00       1/1           __gnu_cxx::__enable_if<!std::__is_scalar<main::Query>::__value, main::Query*>::__type std::__fill_n_a<main::Query*, unsigned long, main::Query>(main::Query*, unsigned long, main::Query const&) [87]
                0.00    0.00       1/1           std::_Niter_base<main::Query*>::iterator_type std::__niter_base<main::Query*>(main::Query*) [519]
-----------------------------------------------
                0.01    0.00       1/1           std::__cxx1998::vector<main::Query, std::allocator<main::Query> >::~vector() [51]
[91]     1.2    0.01    0.00       1         void std::_Destroy<main::Query*, main::Query>(main::Query*, main::Query*, std::allocator<main::Query>&) [91]
                0.00    0.00       1/1           void std::_Destroy<main::Query*>(main::Query*, main::Query*) [532]
-----------------------------------------------
                0.00    0.01       1/1           void std::_Destroy<int*, int>(int*, int*, std::allocator<int>&) [93]
[92]     1.2    0.00    0.01       1         void std::_Destroy<int*>(int*, int*) [92]
                0.01    0.00       1/1           void std::_Destroy_aux<true>::__destroy<int*>(int*, int*) [80]
-----------------------------------------------
                0.00    0.01       1/1           std::__cxx1998::vector<int, std::allocator<int> >::~vector() [86]
[93]     1.2    0.00    0.01       1         void std::_Destroy<int*, int>(int*, int*, std::allocator<int>&) [93]
                0.00    0.01       1/1           void std::_Destroy<int*>(int*, int*) [92]
-----------------------------------------------
                0.00    0.00       2/6490593     main [1]
                0.00    0.00       2/6490593     void std::sort<__gnu_debug::_Safe_iterator<__gnu_cxx::__normal_iterator<int*, std::__cxx1998::vector<int, std::allocator<int> > >, std::__debug::vector<int, std::allocator<int> > >, main::{lambda(int, int)#1}>(__gnu_debug::_Safe_iterator<__gnu_cxx::__normal_iterator<int*, std::__cxx1998::vector<int, std::allocator<int> > >, std::__debug::vector<int, std::allocator<int> > >, main::{lambda(int, int)#1}, main::{lambda(int, int)#1}) [2]
                0.00    0.00       2/6490593     std::_Miter_base<__gnu_debug::_Safe_iterator<__gnu_cxx::__normal_iterator<int*, std::__cxx1998::vector<int, std::allocator<int> > >, std::__debug::vector<int, std::allocator<int> > > >::iterator_type std::__miter_base<__gnu_debug::_Safe_iterator<__gnu_cxx::__normal_iterator<int*, std::__cxx1998::vector<int, std::allocator<int> > >, std::__debug::vector<int, std::allocator<int> > > >(__gnu_debug::_Safe_iterator<__gnu_cxx::__normal_iterator<int*, std::__cxx1998::vector<int, std::allocator<int> > >, std::__debug::vector<int, std::allocator<int> > >) [163]
                0.00    0.00       3/6490593     std::_Niter_base<__gnu_debug::_Safe_iterator<__gnu_cxx::__normal_iterator<int*, std::__cxx1998::vector<int, std::allocator<int> > >, std::__debug::vector<int, std::allocator<int> > > >::iterator_type std::__niter_base<__gnu_debug::_Safe_iterator<__gnu_cxx::__normal_iterator<int*, std::__cxx1998::vector<int, std::allocator<int> > >, std::__debug::vector<int, std::allocator<int> > > >(__gnu_debug::_Safe_iterator<__gnu_cxx::__normal_iterator<int*, std::__cxx1998::vector<int, std::allocator<int> > >, std::__debug::vector<int, std::allocator<int> > >) [161]
                0.00    0.00       3/6490593     __gnu_debug::_Safe_iterator<__gnu_cxx::__normal_iterator<int*, std::__cxx1998::vector<int, std::allocator<int> > >, std::__debug::vector<int, std::allocator<int> > > std::__copy_move_backward_a<true, __gnu_debug::_Safe_iterator<__gnu_cxx::__normal_iterator<int*, std::__cxx1998::vector<int, std::allocator<int> > >, std::__debug::vector<int, std::allocator<int> > >, __gnu_debug::_Safe_iterator<__gnu_cxx::__normal_iterator<int*, std::__cxx1998::vector<int, std::allocator<int> > >, std::__debug::vector<int, std::allocator<int> > > >(__gnu_debug::_Safe_iterator<__gnu_cxx::__normal_iterator<int*, std::__cxx1998::vector<int, std::allocator<int> > >, std::__debug::vector<int, std::allocator<int> > >, __gnu_debug::_Safe_iterator<__gnu_cxx::__normal_iterator<int*, std::__cxx1998::vector<int, std::allocator<int> > >, std::__debug::vector<int, std::allocator<int> > >, __gnu_debug::_Safe_iterator<__gnu_cxx::__normal_iterator<int*, std::__cxx1998::vector<int, std::allocator<int> > >, std::__debug::vector<int, std::allocator<int> > >) [157]
                0.00    0.00       4/6490593     void std::__sort<__gnu_debug::_Safe_iterator<__gnu_cxx::__normal_iterator<int*, std::__cxx1998::vector<int, std::allocator<int> > >, std::__debug::vector<int, std::allocator<int> > >, __gnu_cxx::__ops::_Iter_comp_iter<main::{lambda(int, int)#1}> >(__gnu_debug::_Safe_iterator<__gnu_cxx::__normal_iterator<int*, std::__cxx1998::vector<int, std::allocator<int> > >, std::__debug::vector<int, std::allocator<int> > >, __gnu_cxx::__ops::_Iter_comp_iter<main::{lambda(int, int)#1}>, __gnu_cxx::__ops::_Iter_comp_iter<main::{lambda(int, int)#1}>) [3]
                0.00    0.00       4/6490593     void std::__final_insertion_sort<__gnu_debug::_Safe_iterator<__gnu_cxx::__normal_iterator<int*, std::__cxx1998::vector<int, std::allocator<int> > >, std::__debug::vector<int, std::allocator<int> > >, __gnu_cxx::__ops::_Iter_comp_iter<main::{lambda(int, int)#1}> >(__gnu_debug::_Safe_iterator<__gnu_cxx::__normal_iterator<int*, std::__cxx1998::vector<int, std::allocator<int> > >, std::__debug::vector<int, std::allocator<int> > >, __gnu_cxx::__ops::_Iter_comp_iter<main::{lambda(int, int)#1}>, __gnu_cxx::__ops::_Iter_comp_iter<main::{lambda(int, int)#1}>) [20]
                0.00    0.00       5/6490593     __gnu_debug::_Safe_iterator<__gnu_cxx::__normal_iterator<int*, std::__cxx1998::vector<int, std::allocator<int> > >, std::__debug::vector<int, std::allocator<int> > > std::move_backward<__gnu_debug::_Safe_iterator<__gnu_cxx::__normal_iterator<int*, std::__cxx1998::vector<int, std::allocator<int> > >, std::__debug::vector<int, std::allocator<int> > >, __gnu_debug::_Safe_iterator<__gnu_cxx::__normal_iterator<int*, std::__cxx1998::vector<int, std::allocator<int> > >, std::__debug::vector<int, std::allocator<int> > > >(__gnu_debug::_Safe_iterator<__gnu_cxx::__normal_iterator<int*, std::__cxx1998::vector<int, std::allocator<int> > >, std::__debug::vector<int, std::allocator<int> > >, __gnu_debug::_Safe_iterator<__gnu_cxx::__normal_iterator<int*, std::__cxx1998::vector<int, std::allocator<int> > >, std::__debug::vector<int, std::allocator<int> > >, __gnu_debug::_Safe_iterator<__gnu_cxx::__normal_iterator<int*, std::__cxx1998::vector<int, std::allocator<int> > >, std::__debug::vector<int, std::allocator<int> > >) [153]
                0.00    0.00       6/6490593     __gnu_debug::_Safe_iterator<__gnu_cxx::__normal_iterator<int*, std::__cxx1998::vector<int, std::allocator<int> > >, std::__debug::vector<int, std::allocator<int> > > std::__copy_move_backward_a2<true, __gnu_debug::_Safe_iterator<__gnu_cxx::__normal_iterator<int*, std::__cxx1998::vector<int, std::allocator<int> > >, std::__debug::vector<int, std::allocator<int> > >, __gnu_debug::_Safe_iterator<__gnu_cxx::__normal_iterator<int*, std::__cxx1998::vector<int, std::allocator<int> > >, std::__debug::vector<int, std::allocator<int> > > >(__gnu_debug::_Safe_iterator<__gnu_cxx::__normal_iterator<int*, std::__cxx1998::vector<int, std::allocator<int> > >, std::__debug::vector<int, std::allocator<int> > >, __gnu_debug::_Safe_iterator<__gnu_cxx::__normal_iterator<int*, std::__cxx1998::vector<int, std::allocator<int> > >, std::__debug::vector<int, std::allocator<int> > >, __gnu_debug::_Safe_iterator<__gnu_cxx::__normal_iterator<int*, std::__cxx1998::vector<int, std::allocator<int> > >, std::__debug::vector<int, std::allocator<int> > >) [154]
                0.00    0.00      49/6490593     void std::__insertion_sort<__gnu_debug::_Safe_iterator<__gnu_cxx::__normal_iterator<int*, std::__cxx1998::vector<int, std::allocator<int> > >, std::__debug::vector<int, std::allocator<int> > >, __gnu_cxx::__ops::_Iter_comp_iter<main::{lambda(int, int)#1}> >(__gnu_debug::_Safe_iterator<__gnu_cxx::__normal_iterator<int*, std::__cxx1998::vector<int, std::allocator<int> > >, std::__debug::vector<int, std::allocator<int> > >, __gnu_cxx::__ops::_Iter_comp_iter<main::{lambda(int, int)#1}>, __gnu_cxx::__ops::_Iter_comp_iter<main::{lambda(int, int)#1}>) [148]
                0.00    0.00   68915/6490593     void std::__introsort_loop<__gnu_debug::_Safe_iterator<__gnu_cxx::__normal_iterator<int*, std::__cxx1998::vector<int, std::allocator<int> > >, std::__debug::vector<int, std::allocator<int> > >, long, __gnu_cxx::__ops::_Iter_comp_iter<main::{lambda(int, int)#1}> >(__gnu_debug::_Safe_iterator<__gnu_cxx::__normal_iterator<int*, std::__cxx1998::vector<int, std::allocator<int> > >, std::__debug::vector<int, std::allocator<int> > >, __gnu_cxx::__ops::_Iter_comp_iter<main::{lambda(int, int)#1}>, long, __gnu_cxx::__ops::_Iter_comp_iter<main::{lambda(int, int)#1}>) [4]
                0.00    0.00  101018/6490593     void std::__move_median_to_first<__gnu_debug::_Safe_iterator<__gnu_cxx::__normal_iterator<int*, std::__cxx1998::vector<int, std::allocator<int> > >, std::__debug::vector<int, std::allocator<int> > >, __gnu_cxx::__ops::_Iter_comp_iter<main::{lambda(int, int)#1}> >(__gnu_debug::_Safe_iterator<__gnu_cxx::__normal_iterator<int*, std::__cxx1998::vector<int, std::allocator<int> > >, std::__debug::vector<int, std::allocator<int> > >, __gnu_cxx::__ops::_Iter_comp_iter<main::{lambda(int, int)#1}>, __gnu_cxx::__ops::_Iter_comp_iter<main::{lambda(int, int)#1}>, __gnu_cxx::__ops::_Iter_comp_iter<main::{lambda(int, int)#1}>, __gnu_cxx::__ops::_Iter_comp_iter<main::{lambda(int, int)#1}>) [113]
                0.00    0.00  110264/6490593     __gnu_debug::_Safe_iterator<__gnu_cxx::__normal_iterator<int*, std::__cxx1998::vector<int, std::allocator<int> > >, std::__debug::vector<int, std::allocator<int> > > std::__unguarded_partition_pivot<__gnu_debug::_Safe_iterator<__gnu_cxx::__normal_iterator<int*, std::__cxx1998::vector<int, std::allocator<int> > >, std::__debug::vector<int, std::allocator<int> > >, __gnu_cxx::__ops::_Iter_comp_iter<main::{lambda(int, int)#1}> >(__gnu_cxx::__ops::_Iter_comp_iter<main::{lambda(int, int)#1}>, __gnu_cxx::__ops::_Iter_comp_iter<main::{lambda(int, int)#1}>, __gnu_cxx::__ops::_Iter_comp_iter<main::{lambda(int, int)#1}>) [5]
                0.00    0.00  139341/6490593     void std::__unguarded_insertion_sort<__gnu_debug::_Safe_iterator<__gnu_cxx::__normal_iterator<int*, std::__cxx1998::vector<int, std::allocator<int> > >, std::__debug::vector<int, std::allocator<int> > >, __gnu_cxx::__ops::_Iter_comp_iter<main::{lambda(int, int)#1}> >(__gnu_debug::_Safe_iterator<__gnu_cxx::__normal_iterator<int*, std::__cxx1998::vector<int, std::allocator<int> > >, std::__debug::vector<int, std::allocator<int> > >, __gnu_cxx::__ops::_Iter_comp_iter<main::{lambda(int, int)#1}>, __gnu_cxx::__ops::_Iter_comp_iter<main::{lambda(int, int)#1}>) [21]
                0.00    0.00  522881/6490593     void std::__unguarded_linear_insert<__gnu_debug::_Safe_iterator<__gnu_cxx::__normal_iterator<int*, std::__cxx1998::vector<int, std::allocator<int> > >, std::__debug::vector<int, std::allocator<int> > >, __gnu_cxx::__ops::_Val_comp_iter<main::{lambda(int, int)#1}> >(__gnu_debug::_Safe_iterator<__gnu_cxx::__normal_iterator<int*, std::__cxx1998::vector<int, std::allocator<int> > >, std::__debug::vector<int, std::allocator<int> > >, __gnu_cxx::__ops::_Val_comp_iter<main::{lambda(int, int)#1}>) [25]
                0.01    0.00 5548094/6490593     __gnu_debug::_Safe_iterator<__gnu_cxx::__normal_iterator<int*, std::__cxx1998::vector<int, std::allocator<int> > >, std::__debug::vector<int, std::allocator<int> > > std::__unguarded_partition<__gnu_debug::_Safe_iterator<__gnu_cxx::__normal_iterator<int*, std::__cxx1998::vector<int, std::allocator<int> > >, std::__debug::vector<int, std::allocator<int> > >, __gnu_cxx::__ops::_Iter_comp_iter<main::{lambda(int, int)#1}> >(__gnu_cxx::__ops::_Iter_comp_iter<main::{lambda(int, int)#1}>, __gnu_cxx::__ops::_Iter_comp_iter<main::{lambda(int, int)#1}>, __gnu_cxx::__ops::_Iter_comp_iter<main::{lambda(int, int)#1}>, __gnu_cxx::__ops::_Iter_comp_iter<main::{lambda(int, int)#1}>) [6]
[94]     1.2    0.01    0.00 6490593         __gnu_debug::_Safe_iterator<__gnu_cxx::__normal_iterator<int*, std::__cxx1998::vector<int, std::allocator<int> > >, std::__debug::vector<int, std::allocator<int> > >::~_Safe_iterator() [94]
                0.00    0.00 6490593/13120548     __gnu_debug::_Safe_iterator_base::~_Safe_iterator_base() [186]
-----------------------------------------------
                0.00    0.00   27578/3007013     __gnu_debug::_Safe_iterator<__gnu_cxx::__normal_iterator<int*, std::__cxx1998::vector<int, std::allocator<int> > >, std::__debug::vector<int, std::allocator<int> > >::_Safe_iterator(__gnu_debug::_Safe_iterator<__gnu_cxx::__normal_iterator<int*, std::__cxx1998::vector<int, std::allocator<int> > >, std::__debug::vector<int, std::allocator<int> > >&&) [134]
                0.00    0.00  257956/3007013     __gnu_debug::_Safe_iterator<__gnu_cxx::__normal_iterator<int*, std::__cxx1998::vector<int, std::allocator<int> > >, std::__debug::vector<int, std::allocator<int> > >::operator=(__gnu_debug::_Safe_iterator<__gnu_cxx::__normal_iterator<int*, std::__cxx1998::vector<int, std::allocator<int> > >, std::__debug::vector<int, std::allocator<int> > > const&) [117]
                0.00    0.00 1313858/3007013     __gnu_debug::_Safe_iterator<__gnu_cxx::__normal_iterator<int*, std::__cxx1998::vector<int, std::allocator<int> > >, std::__debug::vector<int, std::allocator<int> > >::operator++() [29]
                0.00    0.00 1407621/3007013     __gnu_debug::_Safe_iterator<__gnu_cxx::__normal_iterator<int*, std::__cxx1998::vector<int, std::allocator<int> > >, std::__debug::vector<int, std::allocator<int> > >::operator--() [34]
[95]     1.2    0.01    0.00 3007013         __gnu_debug::_Safe_iterator<__gnu_cxx::__normal_iterator<int*, std::__cxx1998::vector<int, std::allocator<int> > >, std::__debug::vector<int, std::allocator<int> > >::base() [95]
-----------------------------------------------
                0.00    0.01       1/1           main [1]
[96]     1.1    0.00    0.01       1         void std::reverse<__gnu_debug::_Safe_iterator<__gnu_cxx::__normal_iterator<long long*, std::__cxx1998::vector<long long, std::allocator<long long> > >, std::__debug::vector<long long, std::allocator<long long> > > >(__gnu_debug::_Safe_iterator<__gnu_cxx::__normal_iterator<long long*, std::__cxx1998::vector<long long, std::allocator<long long> > >, std::__debug::vector<long long, std::allocator<long long> > >, __gnu_debug::_Safe_iterator<__gnu_cxx::__normal_iterator<long long*, std::__cxx1998::vector<long long, std::allocator<long long> > >, std::__debug::vector<long long, std::allocator<long long> > >) [96]
                0.00    0.01       1/1           void std::__reverse<__gnu_debug::_Safe_iterator<__gnu_cxx::__normal_iterator<long long*, std::__cxx1998::vector<long long, std::allocator<long long> > >, std::__debug::vector<long long, std::allocator<long long> > > >(__gnu_debug::_Safe_iterator<__gnu_cxx::__normal_iterator<long long*, std::__cxx1998::vector<long long, std::allocator<long long> > >, std::__debug::vector<long long, std::allocator<long long> > >, __gnu_debug::_Safe_iterator<__gnu_cxx::__normal_iterator<long long*, std::__cxx1998::vector<long long, std::allocator<long long> > >, std::__debug::vector<long long, std::allocator<long long> > >, std::random_access_iterator_tag) [97]
                0.00    0.00       2/139358      __gnu_debug::_Safe_iterator<__gnu_cxx::__normal_iterator<long long*, std::__cxx1998::vector<long long, std::allocator<long long> > >, std::__debug::vector<long long, std::allocator<long long> > >::_Safe_iterator(__gnu_debug::_Safe_iterator<__gnu_cxx::__normal_iterator<long long*, std::__cxx1998::vector<long long, std::allocator<long long> > >, std::__debug::vector<long long, std::allocator<long long> > > const&) [133]
                0.00    0.00       2/139362      __gnu_debug::_Safe_iterator<__gnu_cxx::__normal_iterator<long long*, std::__cxx1998::vector<long long, std::allocator<long long> > >, std::__debug::vector<long long, std::allocator<long long> > >::~_Safe_iterator() [249]
                0.00    0.00       1/1           bool __gnu_debug::__valid_range<__gnu_cxx::__normal_iterator<long long*, std::__cxx1998::vector<long long, std::allocator<long long> > >, std::__debug::vector<long long, std::allocator<long long> > >(__gnu_debug::_Safe_iterator<__gnu_cxx::__normal_iterator<long long*, std::__cxx1998::vector<long long, std::allocator<long long> > >, std::__debug::vector<long long, std::allocator<long long> > > const&, __gnu_debug::_Safe_iterator<__gnu_cxx::__normal_iterator<long long*, std::__cxx1998::vector<long long, std::allocator<long long> > >, std::__debug::vector<long long, std::allocator<long long> > > const&) [407]
                0.00    0.00       1/1           std::iterator_traits<__gnu_debug::_Safe_iterator<__gnu_cxx::__normal_iterator<long long*, std::__cxx1998::vector<long long, std::allocator<long long> > >, std::__debug::vector<long long, std::allocator<long long> > > >::iterator_category std::__iterator_category<__gnu_debug::_Safe_iterator<__gnu_cxx::__normal_iterator<long long*, std::__cxx1998::vector<long long, std::allocator<long long> > >, std::__debug::vector<long long, std::allocator<long long> > > >(__gnu_debug::_Safe_iterator<__gnu_cxx::__normal_iterator<long long*, std::__cxx1998::vector<long long, std::allocator<long long> > >, std::__debug::vector<long long, std::allocator<long long> > > const&) [521]
-----------------------------------------------
                0.00    0.01       1/1           void std::reverse<__gnu_debug::_Safe_iterator<__gnu_cxx::__normal_iterator<long long*, std::__cxx1998::vector<long long, std::allocator<long long> > >, std::__debug::vector<long long, std::allocator<long long> > > >(__gnu_debug::_Safe_iterator<__gnu_cxx::__normal_iterator<long long*, std::__cxx1998::vector<long long, std::allocator<long long> > >, std::__debug::vector<long long, std::allocator<long long> > >, __gnu_debug::_Safe_iterator<__gnu_cxx::__normal_iterator<long long*, std::__cxx1998::vector<long long, std::allocator<long long> > >, std::__debug::vector<long long, std::allocator<long long> > >) [96]
[97]     1.1    0.00    0.01       1         void std::__reverse<__gnu_debug::_Safe_iterator<__gnu_cxx::__normal_iterator<long long*, std::__cxx1998::vector<long long, std::allocator<long long> > >, std::__debug::vector<long long, std::allocator<long long> > > >(__gnu_debug::_Safe_iterator<__gnu_cxx::__normal_iterator<long long*, std::__cxx1998::vector<long long, std::allocator<long long> > >, std::__debug::vector<long long, std::allocator<long long> > >, __gnu_debug::_Safe_iterator<__gnu_cxx::__normal_iterator<long long*, std::__cxx1998::vector<long long, std::allocator<long long> > >, std::__debug::vector<long long, std::allocator<long long> > >, std::random_access_iterator_tag) [97]
                0.00    0.01   69678/69678       void std::iter_swap<__gnu_debug::_Safe_iterator<__gnu_cxx::__normal_iterator<long long*, std::__cxx1998::vector<long long, std::allocator<long long> > >, std::__debug::vector<long long, std::allocator<long long> > >, __gnu_debug::_Safe_iterator<__gnu_cxx::__normal_iterator<long long*, std::__cxx1998::vector<long long, std::allocator<long long> > >, std::__debug::vector<long long, std::allocator<long long> > > >(__gnu_debug::_Safe_iterator<__gnu_cxx::__normal_iterator<long long*, std::__cxx1998::vector<long long, std::allocator<long long> > >, std::__debug::vector<long long, std::allocator<long long> > >, __gnu_debug::_Safe_iterator<__gnu_cxx::__normal_iterator<long long*, std::__cxx1998::vector<long long, std::allocator<long long> > >, std::__debug::vector<long long, std::allocator<long long> > >) [109]
                0.00    0.00   69678/209034      __gnu_debug::_Safe_iterator<__gnu_cxx::__normal_iterator<long long*, std::__cxx1998::vector<long long, std::allocator<long long> > >, std::__debug::vector<long long, std::allocator<long long> > >::operator++() [64]
                0.00    0.00   69679/69679       __gnu_debug::_Safe_iterator<__gnu_cxx::__normal_iterator<long long*, std::__cxx1998::vector<long long, std::allocator<long long> > >, std::__debug::vector<long long, std::allocator<long long> > >::operator--() [127]
                0.00    0.00  139356/139358      __gnu_debug::_Safe_iterator<__gnu_cxx::__normal_iterator<long long*, std::__cxx1998::vector<long long, std::allocator<long long> > >, std::__debug::vector<long long, std::allocator<long long> > >::_Safe_iterator(__gnu_debug::_Safe_iterator<__gnu_cxx::__normal_iterator<long long*, std::__cxx1998::vector<long long, std::allocator<long long> > >, std::__debug::vector<long long, std::allocator<long long> > > const&) [133]
                0.00    0.00  139356/139362      __gnu_debug::_Safe_iterator<__gnu_cxx::__normal_iterator<long long*, std::__cxx1998::vector<long long, std::allocator<long long> > >, std::__debug::vector<long long, std::allocator<long long> > >::~_Safe_iterator() [249]
                0.00    0.00   69679/69679       bool __gnu_debug::operator< <__gnu_cxx::__normal_iterator<long long*, std::__cxx1998::vector<long long, std::allocator<long long> > >, std::__debug::vector<long long, std::allocator<long long> > >(__gnu_debug::_Safe_iterator<__gnu_cxx::__normal_iterator<long long*, std::__cxx1998::vector<long long, std::allocator<long long> > >, std::__debug::vector<long long, std::allocator<long long> > > const&, __gnu_debug::_Safe_iterator<__gnu_cxx::__normal_iterator<long long*, std::__cxx1998::vector<long long, std::allocator<long long> > >, std::__debug::vector<long long, std::allocator<long long> > > const&) [291]
                0.00    0.00       1/1           bool __gnu_debug::operator==<__gnu_cxx::__normal_iterator<long long*, std::__cxx1998::vector<long long, std::allocator<long long> > >, std::__debug::vector<long long, std::allocator<long long> > >(__gnu_debug::_Safe_iterator<__gnu_cxx::__normal_iterator<long long*, std::__cxx1998::vector<long long, std::allocator<long long> > >, std::__debug::vector<long long, std::allocator<long long> > > const&, __gnu_debug::_Safe_iterator<__gnu_cxx::__normal_iterator<long long*, std::__cxx1998::vector<long long, std::allocator<long long> > >, std::__debug::vector<long long, std::allocator<long long> > > const&) [426]
-----------------------------------------------
                0.00    0.01  765454/765454      std::__debug::vector<main::Entry, std::allocator<main::Entry> >::back() [59]
[98]     1.1    0.00    0.01  765454         std::__cxx1998::vector<main::Entry, std::allocator<main::Entry> >::back() [98]
                0.00    0.00  765454/872880      std::__cxx1998::vector<main::Entry, std::allocator<main::Entry> >::end() [104]
                0.00    0.00  765454/765454      __gnu_cxx::__normal_iterator<main::Entry*, std::__cxx1998::vector<main::Entry, std::allocator<main::Entry> > >::operator-(long) const [112]
                0.00    0.00  765454/765454      __gnu_cxx::__normal_iterator<main::Entry*, std::__cxx1998::vector<main::Entry, std::allocator<main::Entry> > >::operator*() const [214]
-----------------------------------------------
                0.00    0.01  383527/383527      void std::__unguarded_linear_insert<__gnu_debug::_Safe_iterator<__gnu_cxx::__normal_iterator<main::Query*, std::__cxx1998::vector<main::Query, std::allocator<main::Query> > >, std::__debug::vector<main::Query, std::allocator<main::Query> > >, __gnu_cxx::__ops::_Val_comp_iter<main::{lambda(main::Query, main::Query)#2}> >(__gnu_debug::_Safe_iterator<__gnu_cxx::__normal_iterator<main::Query*, std::__cxx1998::vector<main::Query, std::allocator<main::Query> > >, std::__debug::vector<main::Query, std::allocator<main::Query> > >, __gnu_cxx::__ops::_Val_comp_iter<main::{lambda(main::Query, main::Query)#2}>) [30]
[99]     1.0    0.00    0.01  383527         bool __gnu_cxx::__ops::_Val_comp_iter<main::{lambda(main::Query, main::Query)#2}>::operator()<main::Query, __gnu_debug::_Safe_iterator<__gnu_cxx::__normal_iterator<main::Query*, std::__cxx1998::vector<main::Query, std::allocator<main::Query> > >, std::__debug::vector<main::Query, std::__cxx1998::vector> > >(main::Query&, __gnu_debug::_Safe_iterator<__gnu_cxx::__normal_iterator<main::Query*, std::__cxx1998::vector<main::Query, std::allocator<main::Query> > >, std::__debug::vector<main::Query, std::__cxx1998::vector> >) [99]
                0.00    0.01  383527/6799727     __gnu_debug::_Safe_iterator<__gnu_cxx::__normal_iterator<main::Query*, std::__cxx1998::vector<main::Query, std::allocator<main::Query> > >, std::__debug::vector<main::Query, std::allocator<main::Query> > >::operator*() const [14]
                0.00    0.00  383527/2632646     main::{lambda(main::Query, main::Query)#2}::operator()(main::Query, main::Query) const [71]
-----------------------------------------------
                0.00    0.01 1407621/1407621     __gnu_debug::_Safe_iterator<__gnu_cxx::__normal_iterator<main::Query*, std::__cxx1998::vector<main::Query, std::allocator<main::Query> > >, std::__debug::vector<main::Query, std::allocator<main::Query> > >::_M_decrementable() const [57]
[100]    0.9    0.00    0.01 1407621         __gnu_debug::_Safe_iterator<__gnu_cxx::__normal_iterator<main::Query*, std::__cxx1998::vector<main::Query, std::allocator<main::Query> > >, std::__debug::vector<main::Query, std::allocator<main::Query> > >::_M_is_begin() const [100]
                0.00    0.00 1407621/9521207     bool __gnu_cxx::operator==<main::Query*, std::__cxx1998::vector<main::Query, std::allocator<main::Query> > >(__gnu_cxx::__normal_iterator<main::Query*, std::__cxx1998::vector<main::Query, std::allocator<main::Query> > > const&, __gnu_cxx::__normal_iterator<main::Query*, std::__cxx1998::vector<main::Query, std::allocator<main::Query> > > const&) [55]
                0.00    0.00 1407621/15399059     std::__debug::vector<main::Query, std::allocator<main::Query> >::_M_base() [43]
